Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Source,Number_News,Media_Attention,Reliability,Quarter,City,State,School_Level,Location,Location_Type,During_Classes,Time_Period,First_Shot,Duration_min,Summary,Narrative,Situation,GV_Type,Involves_Students_Staff,Targets,Accomplice,Accomplice_Narrative,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Active_Shooter_FBI,Multiple_Location,Preplanned,SRO_School,Security_Screening,Screening_Outcome,Shots_Fired,School_Lockdown,LAT,LNG,Campus_Type,Zipcode
20140411MIEAD,4,11,2014,2014-04-11,East English Village Preparatory Academy,1,0,1,0,https://www.cbsnews.com/news/cops-fatal-shooting-outside-detroit-high-school-gang-related/,1.0,Local,2.0,Spring,Detroit,MI,Unknown,Parking Lot,Outside on School Property,No,School Event,21:30:00,1.0,Drive-by shooting targeted crowd of students,"Car with multiple suspects fired into the crowd of students in the parking lot during a school ceremony in the evening. Police reported the shooting involved rival gang members. The victim was not a student, he was attending the ceremony because of his uncle. Victim was not a gang member himself.",Drive-by Shooting,,Yes,Both,Yes,"4 suspects, not clear how many of them fired guns",No,No,No,No,No,Yes,,,No,,Unknown,,,No,42.409013,-82.926221,,48224
20140410OHLIC,4,10,2014,2014-04-10,Liberty Elementary School,0,2,2,0,"https://www.cleveland.com/nation/index.ssf/2014/04/police_arrest_suspect_in_shoot.html 
 Book: Dool, Jonathan Ending School Shootings : School and District Tools for Prevention and Action http://www.wfmj.com/story/25218892/shooting-near-ohio-grade-school-leads-to-lockdown",,,3.0,Spring,Columbus,OH,Elementary,Front of School,Outside on School Property,Yes,Dismissal,15:30:00,1.0,Two non-student teens shot in front of school during argument over cell phone,"Two people, including a 14 year-old boy, were hospitalized after a shooting in front of Liberty Elementary School. A 14 year-old boy was transported to Nationwide Children's Hospital in critical condition and a 20 year-old victim was transported to Grant Medical Center in stable condition. Both victims were shot in the legs. The elementary school and a nearby high school were put on lockdown.",Escalation of Dispute,,Yes,Victims Targeted,No,,No,No,No,No,No,No,,,No,,Unknown,,<10,,39.917736,-82.853837,,43109
20140409NCDHG,4,9,2014,2014-04-09,D H Conley High School,0,0,0,0,https://wcti12.com/archive/two-j-h-rose-students-arrested-for-shooting-near-d-h-conley-1,1.0,Local,2.0,Spring,Greenville,NC,High,Beside Building,Outside on School Property,Yes,Afternoon Classes,13:30:00,1.0,Shot at rival school building,Two students from a rival high school fired at the school building. Nobody was injured.,Intentional Property Damage,,Yes,Neither,Yes,"Jeffrey Charles Gough, 17, was the driver",No,No,No,No,No,Yes,,,No,No,Unknown,,,,35.5306,-77.3248,,27858
20140403NJUNN,4,3,2014,2014-04-03,Unknown School (bus),0,0,0,0,https://www.nbcnewyork.com/news/local/Newark-Shooting-Man-Wounded-School-Bus-Bullet-Hole-253840881.html,,,3.0,Spring,Newark,NJ,,School Bus,School Bus,Yes,Afternoon Classes,13:15:00,1.0,Shots fired struck school bus occupied by 6 students (all taken to hospital w/o injuries),Bullet struck bus carrying 6 special education students and 2 school staff members. All 8 were taken to the hospital but no injuries were found. An adult male unrelated to the school was struck and injured. Multiple adult males fled the scene. The bus was not the intended target. Shooting happened after dispute. Four unknown males fled scene.,Escalation of Dispute,,Yes,Victims Targeted,Yes,4 males fled scene,No,No,No,No,No,No,,,No,,Unknown,,,,40.715872,-74.15581,,7114
20140325GABEC,3,25,2014,2014-03-25,Benjamin Banneker High School,0,0,0,0,https://www.ajc.com/news/local/fourth-person-arrested-after-shots-fired-outside-banneker-high-school/E7iAqMZysw5q4XheUNHn9K/,1.0,Local,2.0,Spring,College Park,GA,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,13:00:00,1.0,Shots during fight between 5 student,"An argument between 4 or 5 students escalated, they went to the school parking lot and several shots were fired in the air. No one was hurt. Two juveniles have been charged with disorderly conduct and two young adults face reckless conduct and firearms-related charges.",Escalation of Dispute,,Yes,Victims Targeted,Yes,3 more people were arrested but their involvement was not revealed.,No,No,No,No,No,No,,,No,No,,,,Yes,33.593,-84.5176,,
20140312FLACM,3,12,2014,2014-03-12,Academy of Knowledge Preschool,1,0,1,0,http://miami.cbslocal.com/2014/03/14/man-accused-of-murdering-wife-near-miami-dade-preschool/,1.0,Local,2.0,Spring,Miami,FL,Other,Parking Lot,Outside on School Property,Yes,Afternoon Classes,12:00:00,1.0,Husband killed wife (teacher),"Husband killed his wife (preschool teacher somewhere else) in the parking lot behind the school. No location connection. Argument started a few blocks away in their home, victim fled and shooter followed. Fight escalated, shooter shot victim dead and fled in his vehicle. School cameras captured him and he was later arrested. School went on lockdown and then dismissed.",Domestic w/ Targeted Victim,,Yes,Victims Targeted,No,,No,No,No,No,Yes,No,Yes,Outside,No,,Unknown,,1,Yes,25.882331,-80.235633,,33167
20140307LAMAT,3,7,2014,2014-03-07,Madison Parish High School,0,1,1,0,https://www.myarklamiss.com/crime/update-17-year-old-arrested-in-connection-with-friday-nights-shooting-in-madison-parish/166472643,,,2.0,Spring,Tallulah,LA,High,Front of School,Outside on School Property,No,School Event,,,Shooting after fundraiser at high school,17 year old shooter shot 16 year old victim in arm during a fundraiser at the high school.,Unknown,,Yes,,No,,No,No,No,,,,,,,,Unknown,,1,,32.398178,-91.207213,,71282
20140220MIRAR,2,20,2014,2014-02-20,Raytown Success Academy,1,0,1,0,http://www.kansascity.com/news/local/crime/article9772547.html,5.0,Local,2.0,Winter,Kansas City,MO,High,Parking Lot,Outside on School Property,Yes,Morning Classes,10:30:00,1.0,Jealousy over victim dating suspect's ex-girlfriend,"Suspect waiting in school parking lot for over 20 min. for victim to arrive with suspect's ex-girlfriend and kids. Suspect argued with ex-girlfriend outside the car, then went back to the car, opened the driver's door and shot victim multiple times. Suspect was arrested on scene. Suspect was a security guard - had retrieved gun from pawn shop earlier that morning. Reportedly, suspect couldn't accept victim ""stealing his family"".",Domestic w/ Targeted Victim,,Yes,Victims Targeted,No,,No,No,No,,No,No,,,No,No,Unknown,,14,Yes,39.094,-94.5688,,64106
20140211IAGLG,2,11,2014,2014-02-11,Glenwood West Elementary School,0,1,1,0,https://www.kmaland.com/news/charges-filed-in-glenwood-accidental-shooting/article_71bb9b24-883c-11e3-bf82-001a4bcf6878.html,5.0,Local,4.0,Winter,Flenwood,IA,Elementary,Parking Lot,Outside on School Property,Yes,Dismissal,15:00:00,1.0,Parent shot self in school parking lot while waiting to pickup child,Authorities say Good accidentally shot himself in the leg at Glenwood West Elementary School's playground pickup area late Friday afternoon. Good was reportedly sitting in his vehicle when the vehicle accidentially discharged.,Accidental,Spontaneous,Yes,Neither,No,,No,No,No,No,No,No,No,Outside,No,,,,1,No,41.045908,-95.748171,,51534
20140211OHCHL,2,11,2014,2014-02-11,Charles F. Brush High School,0,0,0,0,https://fox8.com/2014/02/11/2-arrests-after-shots-fired-in-brush-high-school-parking-lot/ https://www.cleveland.com/metro/index.ssf/2014/02/police_two_boys_charged_in_bru.html http://www.cleveland19.com/story/24698624/shots-fired-at-brush-high-school,,,3.0,Winter,Lyndhurt,OH,High,Parking Lot,Outside on School Property,No,Sport Event,20:30:00,1.0,Shots fired during fight in parking lot during basketball game,Two 17YOM were involved in dispute with 18YOM at basketball game over a girl. Fight occurred in the parking lot. 5 shots were fired and all missed. 5 shots were fired (all missed) during fight in the parking lot during a basketball game. Shooter fled the scene following the shooting. Weapon was recovered and a 17YOM was arrested.,Escalation of Dispute,,Yes,Victims Targeted,Yes,2 arrested,No,No,No,No,No,No,,,No,,Unknown,,5,,41.521775,-81.505576,,44124
20140210NCSAS,2,10,2014,2014-02-10,Salisbury High School,0,1,1,0,http://www.wbtv.com/story/24683911/student-shot-at-salisbury-high-school,5.0,Local,2.0,Winter,Salisbury,NC,High,Beside Building,Outside on School Property,No,Dismissal,12:00:00,1.0,Shots during fight in gym,"A group of males (not students at the school) entered the gym and started causing trouble (allegedly, following an argument over the weekend); the situation escalated into a physical fight outside of the school. The shooter fired striking a 3rd party (student) who was trying to break up the fight. All of the involved parties fled the scene after the shooting. Shooter was arrested at a family members house later that night.",Escalation of Dispute,,Yes,Both,Yes,"A group of males, not students there",No,No,No,No,No,No,,,No,No,,,1,No,35.6648,-80.4849,,28144
20140207ORBEB,2,7,2014,2014-02-07,Bend High School,0,0,0,1,https://www.bendbulletin.com/home/1790423-151/details-emerge-in-bend-high-suicide,1.0,Local,2.0,Winter,Bend,OR,High,Classroom,Inside School Building,Yes,Morning Classes,12:00:00,1.0,Suicide in classroom,A male student entered a modular classroom and fatally shot himself using his own hunting rifle. He did not seem to want to harm anyone else. He was a teaching assistant and reportedly in good terms with everyone.,Suicide/Attempted,,Yes,Neither,No,,No,No,No,No,No,No,,,No,No,,,1,Yes,44.0523,-121.2959,,97702
20140131IANOD,1,31,2014,2014-01-31,North High School,0,1,1,0,http://www.kcci.com/article/police-investigate-shooting-outside-north-high-school/6888652,1.0,Local,2.0,Winter,Des Moines,IA,High,Basketball Court,Outside on School Property,No,Sport Event,,,Fight after basketball game,"Reportedly, victim and her cousins were waiting for a ride after a basketball game. Six black males arrived in a car and started yelling, then fired shots, one of which hit the railing first, and then grabbed victims leg. Victim reported her cousins knew the shooters but no one involved was willing to cooperate further.",Drive-by Shooting,,Yes,Random Shooting,Yes,"six suspects total, unknown how many fired shots",No,No,No,No,No,Yes,,,No,No,Unknown,,,No,41.617842,-93.62267,,50313
20140131AZCEP,1,31,2014,2014-01-31,Cesar Chavez High School,0,0,0,0,https://www.azcentral.com/story/news/local/phoenix/2014/04/03/phoenix-police-make-arrests-chavez-high-school-shooting-abrk/7264833/,5.0,Local,2.0,Winter,Phoenix,AZ,High,Basketball Court,Outside on School Property,No,Sport Event,,,Gang related following basketball game,15 shots were fired during fight between rival gang members during basketball game. Nobody was struck by any of the gun fire. 4 suspects were arrested (none were students). Students reported that there had been rumors about a planned fight between the gangs.,Escalation of Dispute,,No,Neither,Yes,"Deric McWilliams, 23 and Jordan Earl Norman, 17",No,No,No,No,No,Yes,,,No,No,,,>10,No,33.376657,-112.143361,,85339
20140128HIPRH,1,28,2014,2014-01-28,President Theodore Roosevelt High,0,1,1,0,http://articles.chicagotribune.com/keyword/roosevelt-high-school,,,2.0,Winter,Honolulu,HI,High,Office,Inside School Building,No,Not a School Day,08:30:00,1.0,Officers fired a disorderly student,"School administrators called police because the student became disorderly while trying to register. 3 officers arrived on scene, suspect punched two of the officers and started slashing a third with a kitchen knife. One officer fired two shots, hitting the teen in the arm. Suspect had a long juvenile record, mental illness, and had run away numerous times from home and institutions.",Illegal Activity,,Yes,Victims Targeted,No,,No,No,Yes,,,,,,,No,Unknown,,1,,21.3104,-157.8372,,98622
20140127ILREC,1,27,2014,2014-01-27,Rebound High School,0,1,1,0,http://www.kfvs12.com/story/24557239/1-injured-in-shooting-on-carbondale-school-parking-lot,1.0,Local,2.0,Winter,Carbondale,IL,High,Parking Lot,Outside on School Property,Yes,Lunch,12:00:00,1.0,Argument at lunch in parking lot,Argument occurred in the school parking lot during lunch. The shooter pulled a handgun and fired striking the father of another student. The high school is for students 16 or older who have dropped out of other schools to get a diploma or GED.,Escalation of Dispute,,Yes,Victims Targeted,Yes,17 YO male was arrested,No,No,No,,No,No,,,No,No,,,1,Yes,37.727439,-89.227812,,62901
20140117PADEP,1,17,2014,2014-01-17,Delaware Valley Charter School,0,2,2,0,"https://www.newspapers.com/image/120827956/?terms=school%20gym%20shooting%20wounded&match=1
http://www.philly.com/philly/news/2nd_teen_charged_in_Delaware_Valley_Charter_High_School_shooting.html",,Regional,4.0,Winter,Philadelphia,PA,High,Gym,Inside School Building,No,Sport Event,15:30:00,1.0,Fight during afternoon basketball game,Fight broke out during an after school basketball game in the school gym. The shooter pulled a handgun and fired multiple shots causing minor injuries to 2 students. Shooter fled the scene after the shooting.,Escalation of Dispute,,Yes,Both,No,,No,No,No,No,No,No,,,No,Yes,Unknown,,,,40.0331,-75.1446,,19141
20140115PAKIL,1,14,2014,2014-01-15,King Elementary School,0,0,0,0,https://www.wgal.com/article/police-shot-fired-at-elementary-school-playground/6229898,1.0,Local,2.0,Winter,Lancaster,PA,Elementary,Playground,Outside on School Property,Yes,Afternoon Classes,14:48:00,1.0,Shot fired on school playground,Two men fled the playground area of the school after one fired a single shot from a handgun. Police found 1 shell casing. No one was hurt and the property was not damaged.,Unknown,,Yes,,No,,No,No,No,,No,,,,No,No,Unknown,,1,Yes,40.0344,-76.2998,,17602
20140114NMBER,1,14,2014,2014-01-14,Berrendo Middle School,0,2,2,0,"https://parade.com/253330/viannguyen/meet-john-masterson-the-amazing-hero-teacher-of-the-new-mexico-school-shooting/
https://www.kcbd.com/2021/10/15/survivor-roswell-school-shooting-urges-adults-teach-kids-gun-safety/ https://www.cnn.com/2014/01/15/justice/new-mexico-school-shooting/ https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf",11.0,National,5.0,Winter,Roswell,NM,Middle,Gym,Inside School Building,Yes,Before School,07:30:00,1.0,Planned attack at school due to bullying,"Shooter sawed off shotgun barrel so it would fit in his backpack. Told furniture store owner he was going to be an advocate against bullying by shooting other students. Warned other students to stay away from the gym prior to the shooting. Wrote detailed journal entries about planning shooting including note to family, wanted revenge against a bully; considered using a handgun and a knife; expected to go to jail. There were 3 shells in the shotgun, shooter fired once at the ceiling, once at the floor, and once at the students. A teacher told him to put the gun down and shooter surrendered. An off-duty police officer who happened to be dropping his son off at school ran to help. Shotgun belonged to father.",Indiscriminate Shooting,,Yes,Random Shooting,No,,No,No,No,Yes,No,No,Yes,Single Room,Yes,No,Unknown,,3,No,33.4736,-104.5115,,88201
20140114LASTB,1,14,2014,2014-01-14,St. James High School,0,1,1,0,https://www.wbrz.com/news/man-sentenced-to-15-years-for-2014-drive-by-shooting-outside-of-st-james-high-school/,,,4.0,Winter,Baton Rouge,LA,High,Parking Lot,Outside on School Property,No,Sport Event,,1.0,Drive by shooting after basketball game,17YOM shot 19YOM in targeted drive by shooting outside of high school basketball game.,Drive-by Shooting,,Yes,Victims Targeted,No,,No,No,No,No,No,No,No,,No,,Unknown,Outside/Off-Property,<10,,30.457678,-91.105935,,70806
20140113CTHIN,1,13,2014,2014-01-13,Hillhouse High School,0,1,1,0,https://www.nhregister.com/connecticut/article/New-Haven-teen-to-serve-6-years-in-two-shooting-11351580.php,1.0,Local,2.0,Winter,New Haven,CT,High,Basketball Court,Outside on School Property,No,Sport Event,19:50:00,1.0,Fight between rival basketball teams,Fight between students from rival high schools following a basketball game. The shooter fired into a group of people striking one of them in the hand and leg. Shooter fled the scene. A gun was found near the scene but it wan son connected to the shooting.,Escalation of Dispute,,Yes,Victims Targeted,No,,No,No,No,No,No,Yes,,,No,,Unknown,,<10,,41.323251,-72.937476,,6511
20140109TNLIJ,1,9,2014,2014-01-09,Liberty Technology Magnet High School,0,1,1,0,http://www.wbbjtv.com/2014/01/10/police-charge-suspect-in-liberty-tech-shooting/,1.0,Local,2.0,Winter,Jackson,TN,High,Parking Lot,Outside on School Property,No,Dismissal,14:21:00,1.0,Fight about a girl in parking lot,"Fight between two students in the parking lot after school, allegedly about a girl. The shooter fired a handgun at the other student causing a minor injury. Shooter fled the scene and was later arrested at his grandmother's house with the weapon. Gun was recovered near the house and its serial number was altered.",Escalation of Dispute,,Yes,Victims Targeted,No,,No,No,No,No,No,No,,,No,No,Unknown,,1,No,35.675,-88.7593,,38362
20131219CAEDF,12,19,2013,2013-12-19,Edison High School,0,1,1,0,https://kmph.com/archive/fresno-police-arrest-four-teens-related-to-edison-high-school-shooting,1.0,Local,2.0,Winter,Fresno,CA,High,Gym,Inside School Building,No,Evening,19:00:00,1.0,"Attempted robbery, victims random, spontaneous act",4 juvenile males - gang members - attempted to rob the school's athletic trainer while he was inside the school building. There was a struggle and the athletic trainer was shot multiple times. The janitor hid in a different room. Shooter and other suspects fled the area. Later caught - shooter confessed. Motive was robbery. Suspects had attacked an elderly woman before they went to the school. Suspects reported that the act was spontaneous.,Illegal Activity,,Yes,Random Shooting,Yes,3 additional gang members ages 16 and 17,No,No,No,No,No,Yes,,,No,,Unknown,,4,,36.720587,-119.802835,,93706
20131213COARC,12,13,2013,2013-12-13,Arapahoe High School,1,0,1,1,https://www.denverpost.com/2013/12/13/shooting-at-arapahoe-high-school-1-girl-in-critical-condition-gunman-dead/ https://www.cnn.com/2013/12/14/us/colorado-school-shooting/index.html https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,1.0,National,5.0,Winter,Centennial,CO,High,Other,Inside School Building,Yes,Lunch,00:00:00,2.0,"Planned attack, confronted by SRO and commit suicide","Shooter walked into school with shotgun, molotov cocktails, and ammunition. Fired 5 shots down hallways killing one student (no relation to shooter). Threw molotov cocktail into library. Confronted by SRO and commit suicide. Intended target appeared to be librarian who was in charge of the debate team he was a member of. Bullied by peers. One cross country and debate team. Good grades, very intelligent. Described as ""social misfit"". Eagle Scout. ""Last person you would expect to shoot up a high school"" - fellow student. Shooting lasted 80 seconds.",Indiscriminate Shooting,,Yes,Both,No,,No,No,No,Yes,No,No,Yes,Multiple Rooms,Yes,Yes,Unknown,,5,No,39.5817,-104.9628,,80122
20131204FLWEW,12,4,2013,2013-12-04,West Orange High School,0,1,1,0,https://www.clickorlando.com/news/student-shot-in-face-at-west-orange-high-school-_2015110710074418,5.0,Local,2.0,Winter,Winter Garden,FL,High,Beside Building,Outside on School Property,No,Dismissal,13:15:00,1.0,Shots fired during fight over cell phone,"Fight between shooter and student after school that escalated into shooting. Victim was shot in face and abdomen. Victim allegedly threw Shooter's phone at a bus. Also, victim had previous warnings because of fights and officials had talked to him about behavioral problems. Shooter was a known gang member. School officials administered first aid. There were witnesses but they left to avoid trouble. Shooter was suspended from the school at the time of the shooting following a physical altercation with another student. Shooter fled the area immediately after the shooting.",Escalation of Dispute,,Yes,Victims Targeted,No,,No,No,No,No,No,No,,,No,No,Metal Detectors Intermittent,Bypassed,1,Yes,28.5428,-81.5673,,34787
20131113PABRP,11,13,2013,2013-11-13,Brashear High School,0,3,3,0,"https://www.palmbeachpost.com/news/local/arrest-made-shooting-near-brashear-high-school/NGHP1kh1t1kOrBfjCno91K/  https://www.newspapers.com/image/440186960/?terms=student%2Bshot
https://www.cbsnews.com/pittsburgh/news/young-man-sentenced-to-12-30-years-for-2013-brashear-h-s-shooting/",3.0,Local,5.0,Fall,Pittsburgh,PA,High,Beside Building,Outside on School Property,Yes,After School,15:00:00,1.0,Shooting was revenge for previous fight,"Allegedly, shooter was assaulted and robbed by the victims the month prior, the case was investigated but shooter said he would take care of it himself. Shooter allegedly ambushed the victims from a wooded area outside of school property, and fired shots. They were a group of 4, 3 got wounded and ran to the school for safety.",Escalation of Dispute,Targeted,Yes,Victims Targeted,Yes,One other person accompanied shooter; witness initially said he saw the shooter fire but later contradicted his statement on the witness stand,No,No,No,No,No,No,No,Outside,Yes,,Unknown,,,Yes,40.420048,-80.016321,,15220
20131103GASTL,11,3,2013,2013-11-03,Stephenson High School,0,1,1,0,https://patch.com/georgia/stonemountain/stephenson-high-student-shot-at-school,1.0,Local,2.0,Fall,Lithonia,GA,High,Parking Lot,Outside on School Property,No,Not a School Day,,1.0,Fight between rival football teams,"The victim (a football player) was at the school for a team meeting to view video from Friday night’s game when a fight broke out in the parking lot with teenagers that are students of the school. The victim was shot in the abdomen. Allegedly, the victim was a bystander and did not participate in the fight. The suspects left in a car, some of them were later arrested.",Escalation of Dispute,,Yes,Random Shooting,Yes,A group of rival students,No,No,No,No,No,No,,,No,,Unknown,,1,,33.775452,-84.121158,,30087
20131101IAALA,11,1,2013,2013-11-01,Algona High School,0,0,0,1,https://whotv.com/2013/11/01/schools-closed-body-found-at-algona-school/,1.0,Local,2.0,Fall,Algona,IA,High,Field (General),Outside on School Property,No,Night,01:20:00,1.0,Suicide on school property,Shooter died of a self inflicted gunshot wound - was former marine and former graduate of school where he shot himself.,Suicide/Attempted,,No,Victims Targeted,No,,No,No,No,No,No,No,,,No,,Unknown,,1,,43.063609,-94.222759,,50511
20131023CANEC,10,23,2013,2013-10-23,Newman Elementary School,0,3,3,0,https://www.nbclosangeles.com/news/local/Chino-Newman-Elementary-School-Safety-Demonstration-Weapon-Gun-Misfires-Injures-228984301.html,1.0,Local,2.0,Fall,Chino,CA,Elementary,Front of School,Outside on School Property,Yes,Morning Classes,11:14:00,1.0,Accidental discharge during safety presentation,"During a safety presentation, a child pulled the trigger on an AR-15 that was mounted on a police officer's motorcycle, the weapon was never removed. The officers were playing with the kids and were not attending to their weapons.Three students were injured by shrapnels.",Accidental,,Yes,Random Shooting,No,,No,No,No,No,No,No,,,No,No,Unknown,,1,No,34.0271,-117.7144,,91710
20131021NVSPS,10,21,2013,2013-10-21,Sparks Middle School,1,2,3,1,https://www.rgj.com/story/news/crime/2014/05/13/sparks-middle-school-shooting-report/9050153/ https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,11.0,National,5.0,Fall,Sparks,NV,Middle,Beside Building,Outside on School Property,Yes,Before School,07:15:00,3.0,Planned attack following bullying,"Shooter pulled handgun out of backpack outside of school before the doors opened. Fired at a friend who walked toward him. Killed a teacher who rushed at him. Fired striking one other student before committing suicide. Attempted to take his BB gun to school the day of the shooting but parent would not let him. Student who was shot said they were friends. Shooter was made fun of for speech impediment and spilling water on his pants. Some reports of bullying. Shooter was revely put on medication, had different mental issues and visited therapists; had unstable personality. While shooting, allegedly said they were ruining his life so he would ruin theirs. Shooter googled violence-related words and played violent games.",Indiscriminate Shooting,,Yes,Both,No,,No,No,No,Yes,No,No,Yes,Single Room,Yes,No,Unknown,,4,No,39.5517,-119.7694,,89431
20131015TXLAA,10,15,2013,2013-10-15,Lanier High School,0,0,0,1,http://www.foxnews.com/world/2013/10/17/texas-student-kills-himself-in-front-high-school-classmates.html,5.0,National,2.0,Fall,Austin,TX,High,Courtyard,Outside on School Property,Yes,Lunch,12:04:00,1.0,Suicide in school courtyard,Shooter was sitting alone in a courtyard outside the cafeteria when he pulled a handgun from his hoodie and shot himself. Shooter posted a suicide note on facebook prior to shooting and a photo with a gun.,Suicide/Attempted,,Yes,Victims Targeted,No,,No,No,No,No,No,No,,,No,No,,,1,Yes,30.3606,-97.708,,78758
20131004FLAGP,10,4,2013,2013-10-04,Agape Christian Academy,0,2,2,0,https://www.wftv.com/news/local/teen-shot-agape-christian-academy-pine-hills/270794978,1.0,Local,2.0,Fall,Pine Hills,FL,K-12,Football Field/Track,Outside on School Property,No,Dismissal,14:00:00,1.0,"Fight prior to football game, escalated Ongoing dispute","Fight occurred between players on the football team and a person or persons not attending the school while preparing for the game. The shooter fired shots that grazed two students causing minor injuries. The shooter fled in a vehicle and was not identified. Police reported this was part of an ongoing dispute. 16 year old student shot was intended target, 17 year old was bystander.",Escalation of Dispute,,Yes,Both,Yes,a group of males,No,No,No,No,No,Yes,,,No,No,,,2,No,28.57586,-81.475051,,32818
20131002NHWIS,10,2,2013,2013-10-02,Winnisquam Regional School District,0,0,0,0,https://boston.cbslocal.com/2013/10/04/police-nh-man-fired-pellet-gun-at-school-bus-over-students-obscene-gesture/,,,2.0,Fall,Sanbornton,NH,,School Bus,School Bus,Yes,After School,,,Adult male fired shots at school bus after students made obscene gestures at him,24YOM fired multiple shots from pellet gun at school bus after students made obscene gestures at him. No injuries. Shooter was arrested.,Escalation of Dispute,,Yes,Random Shooting,No,,No,No,No,No,No,No,,,No,,Unknown,,<10,,43.52353,-71.595513,,3269
20130928MENEG,9,28,2013,2013-09-28,New Gloucester High School,0,0,0,1,https://www.pressherald.com/2013/09/28/19-year-old-kills-himself-at-gray-new-gloucester-high-school/,1.0,Local,2.0,Fall,Gray,ME,High,Parking Lot,Outside on School Property,No,Not a School Day,12:50:00,1.0,Suicide in school parking lot,19 year old male - no relation to school - shot himself in parking lot,Suicide/Attempted,,No,Victims Targeted,No,,No,No,No,,,No,,,No,,Unknown,,1,Yes,43.903887,-70.347688,,4039
20130927ILROC,9,27,2013,2013-09-27,Roosevelt High School,0,1,1,0,https://www.dnainfo.com/chicago/20130927/albany-park/teen-arrested-for-shooting-student-near-roosevelt-high-school/slideshow/443194/#slide-1,1.0,Local,2.0,Fall,Chicago,IL,High,Beside Building,Outside on School Property,Yes,Dismissal,14:25:00,1.0,Robbery outside of school,18YOM shot a 15YOM during an attempted robbery outside of the school. Another student pushed the shooter's hand down so victim was shot in the leg. The shooter then hid the gun in the backpack of a 9YOM and ran away. Shooting occurred at street intersection at school - across the street at the bus station - not on school property.,Illegal Activity,,Yes,Victims Targeted,Yes,9 year old boy - not charged,No,No,No,No,No,No,,,No,,Unknown,,1,,41.966691,-87.711608,,60659
20130830NCCAW,8,30,2013,2013-08-30,Carver High School,0,1,1,0,"https://myfox8.com/news/police-reported-shooting-at-carver-high-school/
https://www.journalnow.com/news/local/update--year-old-charged-in-shooting-at-carver/article_247ee7d0-11a4-11e3-b183-001a4bcf6878.html",5.0,Local,4.0,Summer,Winston-Salem,NC,High,Beside Building,Outside on School Property,Yes,Afternoon Classes,14:25:00,1.0,Shots fired during fight,"Ongoing dispute between two students escalated into fight, incident happened at the end of a fire drill. Shooter claimed it was a result of being bullied by victim. Shooter fired 4-5 shots. SRO was nearby and arrested the shooter. Victim had a criminal record.",Escalation of Dispute,,Yes,Victims Targeted,No,,No,No,No,Yes,No,No,,,No,Yes,Unknown,,5,Yes,36.1343,-80.2066,,27105
20130823MSNOS,8,23,2013,2013-08-23,North Panola High School,1,2,3,0,http://blog.gulflive.com/mississippi-press-news/2013/08/3_gang_members_arrested_after.html,5.0,Local,2.0,Summer,Sardis,MS,High,Football Field/Track,Outside on School Property,No,Evening,22:30:00,5.0,Gang related shooting at football game,Three men fired shots and killed a student who was affiliated with a rival gang. 2 other people were injured in the crossfire. Police reported the dispute was a continuation of an altercation at a nightclub the night before.,Escalation of Dispute,,Yes,,Yes,2 more suspects charged,No,No,No,No,No,Yes,,,No,,Unknown,,5,Yes,34.444086,-89.922971,,38666
20130822TNWEM,8,22,2013,2013-08-22,Westside Elementary School,0,0,0,0,http://www.wmcactionnews5.com/story/23229636/5-year-old-fires-gun-in-school-cafeteria,1.0,Local,2.0,Summer,Memphis,TN,Elementary,Cafeteria,Inside School Building,Yes,School Start,08:00:00,1.0,Accidental discharge in backpack,5 year old brought gun to school - accidentally went off while in backpack - children were in cafeteria waiting for first bell to ring to begin class - no injuries. School officials did not contact police right away. County security officer was called first and arrived on scene.,Accidental,,Yes,Neither,No,,No,No,No,No,No,No,,,No,,Unknown,,1,No,35.217125,-90.037319,,38127
